Nº,Fecha,Comarca,ID CG,Nº brotes,Nº mov. Riesgo,Grado alerta,Temperatura estimada,Supervivencia del virus en días
71,2020-12-21,SARIÑENA,SP22213,7,0.0691,1,3.3143,20.5697
72,2020-12-21,BALTANAS,SP34022,7,0.1129,2,1.8571,25.0991
73,2020-12-21,NAVALMORAL DE LA MATA,SP10131,7,0.1875,2,7.2571,14.4409
74,2020-12-21,NOROESTE (CARAVACA),SP30015,7,0.0903,1,4.8143,17.6502
75,2020-12-21,VALLADOLID,SP47186,7,0.0517,1,2.1286,24.0324
76,2020-12-21,SELVA (SANTA COLOMA DE FARNERS),SP17180,7,0.133,4,0.6857,32.8904
77,2020-12-21,CARMONA (LOS ARCORES),SP41024,7,0.2351,2,10.9143,11.2496
78,2020-12-21,LEON,SP24089,7,0.0923,1,2.9,21.614
79,2020-12-21,BAZA (ALTIPLANICIE SUR),SP18023,7,0.0829,1,6.0286,15.8913
80,2020-12-21,DAROCA,SP50094,7,0.2049,3,3.8714,19.3547
81,2020-12-21,ALT EMPORDA (FIGUERES),SP17066,7,0.2999,5,1.3571,27.5519
82,2020-12-21,TORDESILLAS,SP47165,7,0.053,1,2.1286,24.0324
83,2020-12-21,ALMODOVAR DEL CAMPO,SP13015,7,0.084,1,6.3714,15.4587
84,2020-12-21,ANTEQUERA (ANTEQUERA),SP29015,7,0.2047,2,8.7286,12.9972
85,2020-12-21,SAHAGUN,SP24139,7,0.2748,5,2,24.5196
86,2020-12-21,ZAFRA,SP06158,7,0.1282,1,8.0571,13.6231
87,2020-12-21,ALT URGELL (SEU D'URGELL),SP25203,7,0.0791,5,-2.4429,66
88,2020-12-21,SEGOVIA,SP40194,7,0.1227,5,-1.7,66
89,2020-12-21,SANTA FE (VEGA DE GRANADA),SP18175,7,0.2122,3,6.1857,15.6901
90,2020-12-21,CANTILLANA (VEGA DE SEVILLA),SP41023,7,0.2032,2,10.9143,11.2496
91,2020-12-21,VERIN,SP32085,7,0.1166,2,4.5571,18.0794
92,2020-12-21,MORA DE RUBIELOS,SP44158,7,0.0612,1,3.7571,19.589
93,2020-12-21,TERUEL,SP44216,7,0.0612,2,0.4571,36.0612
94,2020-12-21,CALZADA DE CALATRAVA,SP13027,7,0.0658,1,5.1857,17.069
95,2020-12-21,OSONA (VIC),SP08298,7,0.0201,1,-0.7143,66
96,2020-12-21,UBEDA (LA LOMA),SP23092,7,0.0612,1,5.5857,16.4879
97,2020-12-21,CUENCA,SP16078,7,0.2802,5,1.4,27.3088
98,2020-12-21,MOTILLA DEL PALANCAR,SP16134,7,0.0883,1,2.7857,21.9284
99,2020-12-21,LOGROSAN (ZORITA),SP10109,7,0.1606,2,9.2286,12.5616
100,2020-12-21,CAZALLA DE LA SIERRA (SIERRA NORTE),SP41032,7,0.2297,2,10.7,11.4047
101,2020-12-21,ALBARRACÍN,SP44009,7,0.1654,5,0.4571,36.0612
102,2020-12-21,CANTAVIEJA,SP44059,7,0.0684,1,3.7571,19.589
103,2020-12-21,TAUSTE,SP50252,7,0.1145,2,3.7857,19.5297
104,2020-12-21,VALLES ORIENTAL (GRANOLLERS),SP08096,7,0.0754,1,5.9,16.0599
105,2020-12-21,ALFAMBRA,SP44016,7,0.096,3,0.4571,36.0612
106,2020-12-21,MONTALBÁN,SP44155,7,0.096,2,2.8857,21.6526
107,2020-12-21,PAREDES DE NAVA,SP34123,7,0.0573,1,1.8571,25.0991
108,2020-12-21,LENA,SP33033,7,0.0283,1,0.4143,36.831
109,2020-12-21,VALDERROBRES,SP44246,7,0.0741,1,3.2286,20.7746
110,2020-12-21,GARROTXA (OLOT),SP17114,7,0.0438,1,1.3571,27.5519
111,2020-12-21,CASTROJERIZ,SP09091,7,0.0438,1,2,24.5196
112,2020-12-21,PALENCIA,SP34120,7,0.0461,1,1.8571,25.0991
1,2020-12-28,ALMONTE (ENTORNO DE DOÑANA),SP21005,7,2.2911,5,10.0286,11.9115
2,2020-12-28,SANLUCAR LA MAYOR (PONIENTE DE SEVILLA),SP41087,7,2.191,5,9.0714,12.6959
3,2020-12-28,LITORAL,SP11016,7,2.0119,5,12.8143,9.9946
4,2020-12-28,GIJON,SP33024,7,0.542,5,10,11.9338
5,2020-12-28,VIGO-O BAIXO MIÑO,SP36039,7,0.2449,3,7.5,14.1835
6,2020-12-28,BURGOS,SP09059,7,0.0838,1,3.5714,19.9854
7,2020-12-28,CARTAYA (COSTA OCCIDENTAL),SP21021,7,0.8954,5,10.1857,11.7899
8,2020-12-28,ZAMORA,SP49275,7,0.0894,1,3.95,19.1975
9,2020-12-28,MANZANARES,SP13053,7,0.6405,5,3.7143,19.6787
10,2020-12-28,CACERES,SP10037,7,0.6555,5,7.4143,14.2733
11,2020-12-28,MERIDA,SP06083,7,0.5934,5,7.4143,14.2733
12,2020-12-28,L'HORTA SUD-ALDAIA,SP46021,7,0.215,3,5.8286,16.1551
13,2020-12-28,COLMENAR VIEJO,SP28045,7,0.4813,5,4.3286,18.4818
14,2020-12-28,BADAJOZ,SP06015,7,0.9396,5,8.1714,13.513
15,2020-12-28,DON BENITO,SP06044,7,0.6316,5,8.6571,13.0614
16,2020-12-28,ARANJUEZ,SP28013,7,0.4484,5,4.1286,18.8518
17,2020-12-28,PONIENTE,SP04003,7,0.1246,1,11.9333,10.5516
18,2020-12-28,BAJO ANDARAX/CAMPO DE TABERNA,SP04013,7,0.1889,2,6.2,15.672
19,2020-12-28,A MARIÑA OCCIDENTAL,SP27066,7,0.1368,1,10.4286,11.6056
20,2020-12-28,O SAR-BARBANZA,SP15065,7,0.4663,5,7.8143,13.8624
21,2020-12-28,PONTEVEDRA-O MORRAZO,SP36038,7,0.1321,1,7.5,14.1835
22,2020-12-28,VELEZ-MALAGA (AXARQUÍA/COSTA DE MÁLAGA),SP29094,7,0.2513,2,11.1,11.1177
23,2020-12-28,ORTEGAL,SP15061,7,0.125,1,10.4286,11.6056
24,2020-12-28,LA JANDA,SP11023,7,0.3051,3,10.9286,11.2394
25,2020-12-28,TORRIJOS,SP45173,7,0.1504,2,7.1143,14.5963
26,2020-12-28,MALAGA (GUADAHORCE ORIENTAL),SP29067,7,0.5905,5,12.0667,10.4647
27,2020-12-28,POSADAS (VEGA DEL GUADALQUIVIR),SP14053,7,0.3052,4,7.4571,14.2283
28,2020-12-28,ARABA-ALAVA,SP01059,7,0.5361,5,3.9286,19.2401
29,2020-12-28,TERRA DE SONEIRA,SP15093,7,0.1765,2,10.4714,11.5736
30,2020-12-28,MADRID (C.U.),SP28079,7,0.8631,5,4.5429,18.104
31,2020-12-28,LUGO,SP27028,7,0.1493,2,6.0714,15.8359
32,2020-12-28,TALAVERA DE LA REINA,SP45165,7,0.5245,5,6.5571,15.2341
33,2020-12-28,SALAMANCA,SP37274,7,0.2595,5,1.6857,25.8565
34,2020-12-28,BUSTURIALDEA,SP48021,7,0.1829,2,10.1286,11.8339
35,2020-12-28,CAMPIÑA,SP11020,7,1.9318,5,7.5714,14.1093
36,2020-12-28,IRURZUN,SP31904,7,0.2037,2,7.5143,14.1686
37,2020-12-28,DONOSTIALDEA-BIDASOA,SP20063,7,0.4044,5,9.4,12.4177
38,2020-12-28,ARGANDA DEL REY,SP28014,7,0.4095,5,3.7286,19.6487
39,2020-12-28,TUDELA,SP31232,7,0.1714,3,4.0571,18.9883
40,2020-12-28,HUESCA,SP22125,7,0.1077,2,4.0857,18.9334
41,2020-12-28,TRUJILLO,SP10195,7,0.4653,5,8.6571,13.0614
42,2020-12-28,TORRELAVEGA,SP39087,7,0.3341,4,8.4714,13.231
43,2020-12-28,GUADALAJARA,SP19130,7,0.2017,4,2.1571,23.9281
44,2020-12-28,ALCALA DE HENARES,SP28005,7,0.129,2,3.7286,19.6487
45,2020-12-28,UTRERA (BAJO GUADALQUIVIR),SP41095,7,1.5037,5,8.5429,13.1654
46,2020-12-28,CAMPO DE GIBRALTAR,SP11004,7,0.522,5,10.5429,11.5204
47,2020-12-28,PLASENCIA,SP10148,7,0.1386,1,7.6143,14.0652
48,2020-12-28,ESTELLA,SP31097,7,0.1297,2,2.8571,21.7304
49,2020-12-28,TAFALLA,SP31227,7,0.1557,2,4.0571,18.9883
50,2020-12-28,XALLAS-MUROS,SP15077,7,0.1125,1,10.4714,11.5736
51,2020-12-28,TERRA DE LEMOS-QUIROGA,SP27031,7,0.1098,2,2.4571,22.9098
52,2020-12-28,MARCHENA (SERRANÍA SUDOESTE),SP41060,7,0.1364,1,8.5429,13.1654
53,2020-12-28,PAMPLONA,SP31201,7,0.1461,2,6.3,15.5469
54,2020-12-28,EJEA DE LOS CABALLEROS,SP50095,7,0.1774,3,4.0571,18.9883
55,2020-12-28,HERRERA DEL DUQUE,SP06063,7,0.0836,1,8.6286,13.0873
56,2020-12-28,MONTSIA (AMPOSTA),SP43014,7,0.7529,5,6.5143,15.2853
57,2020-12-28,RONDA (RONDA),SP29084,7,0.073,1,5.0571,17.2653
58,2020-12-28,REINOSA,SP39059,7,0.141,3,1.2714,28.0621
59,2020-12-28,FABERO,SP24070,7,0.0183,1,-0.6286,66
60,2020-12-28,MADRIDEJOS,SP45087,7,0.1838,3,2.9714,21.4237
61,2020-12-28,SIERO,SP33066,7,0.3004,4,5.9571,15.9845
62,2020-12-28,PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO),SP14052,7,0.1781,2,7.4571,14.2283
63,2020-12-28,BAIX LLOBREGAT (SANT BOI),SP08200,7,0.1505,1,9.0714,12.6959
64,2020-12-28,NAJERA,SP26102,7,0.0255,1,0.3,39.3551
65,2020-12-28,SANTO DOMINGO DE LA CALZADA,SP26138,7,0.0309,1,0.3,39.3551
66,2020-12-28,VILLALPANDO,SP49250,7,0.1782,4,1.7714,25.4686
67,2020-12-28,RIO ANDARAX/RIO NACIMIENTO,SP04030,7,0.0673,1,6.2,15.672
68,2020-12-28,MIRANDA DE EBRO,SP09219,7,0.0706,1,2.8571,21.7304
69,2020-12-28,OCAÑA,SP45121,7,0.1902,3,4.1286,18.8518
70,2020-12-28,BAÑEZA LA,SP24010,7,0.0705,4,-1.6714,66
71,2020-12-28,AZUAGA,SP06014,7,0.1114,1,7.0714,14.6436
72,2020-12-28,CASTUERA,SP06036,7,0.2417,3,8.6571,13.0614
73,2020-12-28,TOLEDO,SP45168,7,0.1126,2,4.1286,18.8518
74,2020-12-28,SEGRIA (LLEIDA),SP25120,7,0.194,4,2.1429,23.9801
75,2020-12-28,SARIÑENA,SP22213,7,0.0714,1,4.0857,18.9334
76,2020-12-28,BALTANAS,SP34022,7,0.1139,3,1.5,26.7693
77,2020-12-28,NAVALMORAL DE LA MATA,SP10131,7,0.1845,2,7.8714,13.8055
78,2020-12-28,NOROESTE (CARAVACA),SP30015,7,0.0881,1,3.7143,19.6787
79,2020-12-28,VALLADOLID,SP47186,7,0.0506,1,1.7286,25.6602
80,2020-12-28,SELVA (SANTA COLOMA DE FARNERS),SP17180,7,0.1342,2,5.7143,16.31
81,2020-12-28,CARMONA (LOS ARCORES),SP41024,7,0.2388,3,9.0714,12.6959
82,2020-12-28,LEON,SP24089,7,0.0918,2,1.0286,29.7197
83,2020-12-28,BAZA (ALTIPLANICIE SUR),SP18023,7,0.087,2,0.8714,31.0162
84,2020-12-28,DAROCA,SP50094,7,0.2195,5,1.1571,28.7986
85,2020-12-28,ALT EMPORDA (FIGUERES),SP17066,7,0.3192,5,6.0286,15.8913
86,2020-12-28,EL MAESTRAT,SP12124,7,0.0384,2,-0.1857,66
87,2020-12-28,TORDESILLAS,SP47165,7,0.0524,1,1.7286,25.6602
88,2020-12-28,ALMODOVAR DEL CAMPO,SP13015,7,0.084,1,5.9286,16.0221
89,2020-12-28,ANTEQUERA (ANTEQUERA),SP29015,7,0.2017,3,6.6143,15.1662
90,2020-12-28,SAHAGUN,SP24139,7,0.2864,5,2.8,21.8884
91,2020-12-28,ZAFRA,SP06158,7,0.1281,1,7.0714,14.6436
92,2020-12-28,ALT URGELL (SEU D'URGELL),SP25203,7,0.0789,5,-0.5571,66
93,2020-12-28,SEGOVIA,SP40194,7,0.1243,5,-0.5143,66
94,2020-12-28,LOJA (VEGA/MONTES OCC.),SP18122,7,0.0662,1,4.6286,17.9578
95,2020-12-28,SANTA FE (VEGA DE GRANADA),SP18175,7,0.2056,3,4.6286,17.9578
96,2020-12-28,CANTILLANA (VEGA DE SEVILLA),SP41023,7,0.1974,2,9.0714,12.6959
97,2020-12-28,VERIN,SP32085,7,0.1123,4,0.1714,43.7313
98,2020-12-28,MORA DE RUBIELOS,SP44158,7,0.0616,4,-0.1857,66
99,2020-12-28,TERUEL,SP44216,7,0.0616,4,-0.4429,66
100,2020-12-28,CALZADA DE CALATRAVA,SP13027,7,0.0762,1,4.2571,18.612
101,2020-12-28,BERGUEDA (BERGA),SP08022,7,0.0162,1,-0.2429,66
102,2020-12-28,CUENCA,SP16078,7,0.2881,5,1.2,28.5142
103,2020-12-28,MOTILLA DEL PALANCAR,SP16134,7,0.0871,2,2.0429,24.3538
104,2020-12-28,LOGROSAN (ZORITA),SP10109,7,0.1538,2,8.6571,13.0614
105,2020-12-28,CAZALLA DE LA SIERRA (SIERRA NORTE),SP41032,7,0.2364,3,5.3143,16.8775
106,2020-12-28,ALBARRACÍN,SP44009,7,0.1726,5,-0.4429,66
107,2020-12-28,CANTAVIEJA,SP44059,7,0.0749,4,-0.1857,66
108,2020-12-28,TAUSTE,SP50252,7,0.1074,2,4.0571,18.9883
109,2020-12-28,CALAMOCHA,SP44050,7,0.0601,1,1.1571,28.7986
110,2020-12-28,ALFAMBRA,SP44016,7,0.0973,5,-0.4429,66
111,2020-12-28,MONTALBÁN,SP44155,7,0.0973,5,-0.1143,66
112,2020-12-28,PAREDES DE NAVA,SP34123,7,0.0591,1,1.5,26.7693
113,2020-12-28,BENAVENTE,SP49021,7,0.0441,1,1.7714,25.4686
114,2020-12-28,FRAGA,SP22112,7,0.0531,1,3.6714,19.7695
115,2020-12-28,LENA,SP33033,7,0.0287,1,-0.3857,66
116,2020-12-28,VALDERROBRES,SP44246,7,0.0781,2,1.4714,26.9197
117,2020-12-28,MOLINA DE ARAGÓN,SP19190,7,0.0276,1,0.0429,54.5721
118,2020-12-28,SEPÚLVEDA,SP40195,7,0.0276,1,0.12,46.5205
119,2020-12-28,VALENCIA DE DON JUAN,SP24188,7,0.0434,1,1.7714,25.4686
120,2020-12-28,ASTORGA,SP24008,7,0.0157,1,-1.6714,66
121,2020-12-28,PALENCIA,SP34120,7,0.0478,1,1.5,26.7693
1,2021-01-04,ALMONTE (ENTORNO DE DOÑANA),SP21005,7,2.3083,5,7.8571,13.8197
2,2021-01-04,SANLUCAR LA MAYOR (PONIENTE DE SEVILLA),SP41087,7,2.2535,5,6.1286,15.7626
3,2021-01-04,LITORAL,SP11016,7,2.1209,5,10.7286,11.3838
4,2021-01-04,GIJON,SP33024,7,0.5547,5,8.7,13.0228
5,2021-01-04,VIGO-O BAIXO MIÑO,SP36039,7,0.2489,4,5.1857,17.069
6,2021-01-04,BURGOS,SP09059,7,0.0848,2,1.6571,25.9902
7,2021-01-04,CARTAYA (COSTA OCCIDENTAL),SP21021,7,0.9256,5,7.7286,13.9487
8,2021-01-04,ZAMORA,SP49275,7,0.1001,2,2.1286,24.0324
9,2021-01-04,MANZANARES,SP13053,7,0.6552,5,1.0286,29.7197
10,2021-01-04,CACERES,SP10037,7,0.6857,5,3.2143,20.8093
11,2021-01-04,MERIDA,SP06083,7,0.6177,5,3.2143,20.8093
12,2021-01-04,L'HORTA SUD-ALDAIA,SP46021,7,0.2178,4,4.0286,19.0435
13,2021-01-04,COLMENAR VIEJO,SP28045,7,0.5199,5,1.5571,26.4769
14,2021-01-04,BADAJOZ,SP06015,7,0.971,5,3.3714,20.4361
15,2021-01-04,DON BENITO,SP06044,7,0.6624,5,4.1143,18.8789
16,2021-01-04,ARANJUEZ,SP28013,7,0.4535,5,1.3429,27.6347
17,2021-01-04,PONIENTE,SP04003,7,0.1257,1,10.7333,11.3804
18,2021-01-04,BAJO ANDARAX/CAMPO DE TABERNA,SP04013,7,0.1957,3,3.6857,19.7391
19,2021-01-04,A MARIÑA OCCIDENTAL,SP27066,7,0.1369,1,9.8571,12.0463
20,2021-01-04,O SAR-BARBANZA,SP15065,7,0.472,5,4.5714,18.055
21,2021-01-04,PONTEVEDRA-O MORRAZO,SP36038,7,0.1341,2,5.1857,17.069
22,2021-01-04,VELEZ-MALAGA (AXARQUÍA/COSTA DE MÁLAGA),SP29094,7,0.252,3,9.9429,11.9786
23,2021-01-04,ORTEGAL,SP15061,7,0.1269,1,9.8571,12.0463
24,2021-01-04,LA JANDA,SP11023,7,0.3131,3,10.1571,11.8119
25,2021-01-04,TORRIJOS,SP45173,7,0.1534,3,3.0857,21.1286
26,2021-01-04,MALAGA (GUADAHORCE ORIENTAL),SP29067,7,0.596,5,11.9,10.5735
27,2021-01-04,POSADAS (VEGA DEL GUADALQUIVIR),SP14053,7,0.3382,5,4.2143,18.6911
28,2021-01-04,ARABA-ALAVA,SP01059,7,0.5898,5,4.2857,18.5597
29,2021-01-04,TERRA DE SONEIRA,SP15093,7,0.1776,2,8.2333,13.4539
30,2021-01-04,MADRID (C.U.),SP28079,7,0.9075,5,1.9,24.9207
31,2021-01-04,LUGO,SP27028,7,0.1512,3,2.4571,22.9098
32,2021-01-04,TALAVERA DE LA REINA,SP45165,7,0.5304,5,2.9714,21.4237
33,2021-01-04,SALAMANCA,SP37274,7,0.2695,5,0.0857,49.1517
34,2021-01-04,BUSTURIALDEA,SP48021,7,0.1855,2,9.4857,12.3467
35,2021-01-04,CAMPIÑA,SP11020,7,2.0206,5,4.7286,17.7907
36,2021-01-04,IRURZUN,SP31904,7,0.2168,3,6.5857,15.2001
37,2021-01-04,DONOSTIALDEA-BIDASOA,SP20063,7,0.4087,5,6.7286,15.0322
38,2021-01-04,ARGANDA DEL REY,SP28014,7,0.418,5,0.6143,33.7506
39,2021-01-04,TUDELA,SP31232,7,0.176,3,3.1571,20.9496
40,2021-01-04,HUESCA,SP22125,7,0.109,2,1.6143,26.1951
41,2021-01-04,TRUJILLO,SP10195,7,0.4935,5,4.1143,18.8789
42,2021-01-04,TORRELAVEGA,SP39087,7,0.3532,4,8.1143,13.5678
43,2021-01-04,GUADALAJARA,SP19130,7,0.2057,5,-1.2571,66
44,2021-01-04,ALCALA DE HENARES,SP28005,7,0.1317,4,0.6143,33.7506
45,2021-01-04,SORIA,SP42173,7,0.0366,1,0.3857,37.3898
46,2021-01-04,UTRERA (BAJO GUADALQUIVIR),SP41095,7,1.5888,5,5.8714,16.0978
47,2021-01-04,CAMPO DE GIBRALTAR,SP11004,7,0.5424,5,11.0714,11.1378
48,2021-01-04,PLASENCIA,SP10148,7,0.1409,2,5.2,17.0475
49,2021-01-04,ESTELLA,SP31097,7,0.1317,2,3.9857,19.1272
50,2021-01-04,TAFALLA,SP31227,7,0.1575,3,3.1571,20.9496
51,2021-01-04,XALLAS-MUROS,SP15077,7,0.1128,1,8.2333,13.4539
52,2021-01-04,TERRA DE LEMOS-QUIROGA,SP27031,7,0.1122,3,1.1857,28.6079
53,2021-01-04,MARCHENA (SERRANÍA SUDOESTE),SP41060,7,0.1513,2,5.8714,16.0978
54,2021-01-04,MALAGÓN,SP13052,7,0.0562,1,1.8286,25.2204
55,2021-01-04,PAMPLONA,SP31201,7,0.1475,3,2.9429,21.4992
56,2021-01-04,EJEA DE LOS CABALLEROS,SP50095,7,0.1808,3,3.1571,20.9496
57,2021-01-04,HERRERA DEL DUQUE,SP06063,7,0.0871,1,3.1286,21.0207
58,2021-01-04,MONTSIA (AMPOSTA),SP43014,7,0.7816,5,5.6714,16.3689
59,2021-01-04,RONDA (RONDA),SP29084,7,0.0746,1,3.1571,20.9496
60,2021-01-04,REINOSA,SP39059,7,0.1677,5,-0.3429,66
61,2021-01-04,FABERO,SP24070,7,0.0183,1,-1.5429,66
62,2021-01-04,SANTIAGO,SP15078,7,0.0627,1,5.7143,16.31
63,2021-01-04,MADRIDEJOS,SP45087,7,0.1836,5,1.2286,28.3302
64,2021-01-04,SIERO,SP33066,7,0.3102,5,5.7,16.3296
65,2021-01-04,PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO),SP14052,7,0.1998,3,4.2143,18.6911
66,2021-01-04,BAIX LLOBREGAT (SANT BOI),SP08200,7,0.1514,2,6.2429,15.6182
67,2021-01-04,NAJERA,SP26102,7,0.0261,1,-0.7571,66
68,2021-01-04,SANTO DOMINGO DE LA CALZADA,SP26138,7,0.0317,2,-0.7571,66
69,2021-01-04,VILLALPANDO,SP49250,7,0.1798,4,1.4714,26.9197
70,2021-01-04,RIO ANDARAX/RIO NACIMIENTO,SP04030,7,0.0688,1,3.6857,19.7391
